,x,y,y_prob
61,1.969987023,0.786764895,0.000657654
62,1.970822876,0.85087345,0.000711242
63,1.971658729,0.922348022,0.000770988
64,1.972494582,1.001367501,0.00083704
65,1.973330435,1.087935281,0.000909402
66,1.974166288,1.18191966,0.000987963
67,1.97500214,1.283121427,0.001072557
68,1.975837993,1.391356718,0.001163031
69,1.976673846,1.506538114,0.00125931
70,1.977509699,1.628735706,0.001361455
71,1.978345552,1.758203148,0.001469676
72,1.979181405,1.89536099,0.001584326
73,1.980017258,2.040738996,0.001705847
74,1.98085311,2.1948883,0.0018347
75,1.981688963,2.358280715,0.001971279
76,1.982524816,2.531214702,0.002115834
77,1.983360669,2.713745119,0.002268411
78,1.984196522,2.905647811,0.002428822
79,1.985032375,3.106422282,0.002596648
80,1.985868227,3.315328113,0.002771272
81,1.98670408,3.531445324,0.002951924
82,1.987539933,3.753746333,0.003137744
83,1.988375786,3.981167713,0.003327845
84,1.989211639,4.212672674,0.003521359
85,1.990047492,4.447299184,0.003717483
86,1.990883344,4.684192479,0.003915501
87,1.991719197,4.922623734,0.004114805
88,1.99255505,5.16199824,0.004314898
89,1.993390903,5.401856664,0.004515394
90,1.994226756,5.641872163,0.004716023
91,1.995062609,5.881844896,0.004916615
92,1.995898462,6.121694393,0.005117104
93,1.996734314,6.361449643,0.005317515
94,1.997570167,6.6012368,0.005517952
95,1.99840602,6.841264734,0.005718591
96,1.999241873,7.081808883,0.005919661
97,2.000077726,7.323193579,0.006121434
98,2.000913579,7.565772226,0.006324204
99,2.001749431,7.809903661,0.006528273
100,2.002585284,8.055922526,0.006733919
101,2.003421137,8.304102086,0.006941372
102,2.00425699,8.554610024,0.007150771
103,2.005092843,8.80746081,0.007362128
104,2.005928696,9.062471263,0.00757529
105,2.006764548,9.319227605,0.007789912
106,2.007600401,9.577071323,0.008005443
107,2.008436254,9.835107575,0.008221134
108,2.009272107,10.09223422,0.008436066
109,2.01010796,10.34718394,0.008649177
110,2.010943813,10.59856817,0.008859309
111,2.011779666,10.84491174,0.009065226
112,2.012615518,11.08467134,0.009265641
113,2.013451371,11.31623781,0.009459206
114,2.014287224,11.53793055,0.009644519
115,2.015123077,11.74799718,0.009820113
116,2.01595893,11.9446324,0.009984479
117,2.016794783,12.12602514,0.010136105
118,2.017630635,12.29043388,0.010273534
119,2.018466488,12.43628,0.010395446
120,2.019302341,12.56224144,0.010500737
121,2.020138194,12.66732734,0.010588578
122,2.020974047,12.75091912,0.010658452
123,2.0218099,12.81277369,0.010710156
124,2.022645753,12.85299563,0.010743777
125,2.023481605,12.87199411,0.010759658
126,2.024317458,12.87044166,0.01075836
127,2.025153311,12.84924748,0.010740644
128,2.025989164,12.80954669,0.010707458
129,2.026825017,12.75269652,0.010659938
130,2.02766087,12.68026245,0.01059939
131,2.028496722,12.59397817,0.010527265
132,2.029332575,12.49567107,0.010445091
133,2.030168428,12.38715775,0.010354385
134,2.031004281,12.27012727,0.01025656
135,2.031840134,12.14603693,0.010152833
136,2.032675987,12.01604417,0.010044172
137,2.033511839,11.88098895,0.00993128
138,2.034347692,11.74142643,0.00981462
139,2.035183545,11.59769649,0.009694477
140,2.036019398,11.45000851,0.009571025
141,2.036855251,11.29852022,0.009444396
142,2.037691104,11.14339664,0.009314729
143,2.038526957,10.98484595,0.009182197
144,2.039362809,10.82313869,0.009047026
145,2.040198662,10.65862103,0.008909507
146,2.041034515,10.49173116,0.008770004
147,2.041870368,10.32302125,0.00862898
148,2.042706221,10.1531802,0.00848701
149,2.043542074,9.983046617,0.008344796
150,2.044377926,9.81360111,0.008203157
151,2.045213779,9.645930595,0.008063002
152,2.046049632,9.481164376,0.007925274
153,2.046885485,9.320389194,0.007790883
154,2.047721338,9.164556248,0.007660623
155,2.048557191,9.014395985,0.007535104
156,2.049393043,8.870355873,0.007414702
157,2.050228896,8.732572883,0.007299529
158,2.051064749,8.600886585,0.007189453
159,2.051900602,8.474891637,0.007084134
160,2.052736455,8.354020958,0.006983099
161,2.053572308,8.237644497,0.00688582
162,2.054408161,8.125164864,0.006791799
163,2.055244013,8.016091485,0.006700625
164,2.056079866,7.910079743,0.00661201
165,2.056915719,7.806929967,0.006525787
166,2.057751572,7.706550547,0.006441881
167,2.058587425,7.608897237,0.006360252
168,2.059423278,7.513904183,0.006280848
169,2.06025913,7.421420753,0.006203541
170,2.061094983,7.331162923,0.006128095
171,2.061930836,7.242681551,0.006054134
172,2.062766689,7.155345412,0.00598113
173,2.063602542,7.068336339,0.005908399
174,2.064438395,6.98065708,0.005835109
175,2.065274247,6.891157361,0.005760296
176,2.0661101,6.798586877,0.005682917
177,2.066945953,6.701682478,0.005601915
178,2.067781806,6.599289887,0.005516325
179,2.068617659,6.490509124,0.005425395
180,2.069453512,6.374841326,0.005328709
181,2.070289365,6.252307019,0.005226283
182,2.071125217,6.123505827,0.005118619
183,2.07196107,5.989596182,0.005006684
184,2.072796923,5.852189147,0.004891826
185,2.073632776,5.713168972,0.004775619
186,2.074468629,5.574469413,0.004659681
187,2.075304482,5.437844702,0.004545477
188,2.076140334,5.304674947,0.004434161
189,2.076976187,5.175837913,0.004326466
190,2.07781204,5.05166496,0.00422267
191,2.078647893,4.931982457,0.004122628
192,2.079483746,4.816225048,0.004025867
193,2.080319599,4.70359667,0.003931721
194,2.081155452,4.593250553,0.003839483
195,2.081991304,4.484460146,0.003748546
196,2.082827157,4.376757715,0.003658518
197,2.08366301,4.270024412,0.0035693
198,2.084498863,4.164523377,0.003481112
199,2.085334716,4.060874863,0.003394472
200,2.086170569,3.959978946,0.003310134
201,2.087006421,3.862896852,0.003228983
202,2.087842274,3.770706177,0.003151921
203,2.088678127,3.684348105,0.003079735
204,2.08951398,3.604485761,0.003012978
205,2.090349833,3.531391978,0.002951879
206,2.091185686,3.464881819,0.002896283
207,2.092021538,3.404300249,0.002845644
208,2.092857391,3.34856889,0.002799058
209,2.093693244,3.296288225,0.002755357
210,2.094529097,3.245883886,0.002713224
211,2.09536495,3.195778723,0.002671341
212,2.096200803,3.144567536,0.002628534
213,2.097036656,3.091169661,0.002583899
214,2.097872508,3.03493701,0.002536894
215,2.098708361,2.975701599,0.002487379
216,2.099544214,2.913756259,0.002435599
217,2.100380067,2.849773317,0.002382116
218,2.10121592,2.784676251,0.002327702
219,2.102051773,2.719486491,0.00227321
220,2.102887625,2.655170146,0.002219448
221,2.103723478,2.592507263,0.002167068
222,2.104559331,2.53200007,0.002116491
223,2.105395184,2.473828334,0.002067865
224,2.106231037,2.417851505,0.002021074
225,2.10706689,2.363650478,0.001975768
226,2.107902742,2.310597537,0.001931421
227,2.108738595,2.257941593,0.001887406
228,2.109574448,2.204896639,0.001843066
229,2.110410301,2.150723532,0.001797783
230,2.111246154,2.094797992,0.001751035
231,2.112082007,2.036660371,0.001702438
232,2.11291786,1.976045175,0.00165177
233,2.113753712,1.912890394,0.001598979
234,2.114589565,1.847328561,0.001544176
235,2.115425418,1.779663161,0.001487615
236,2.116261271,1.710335216,0.001429664
237,2.117097124,1.639885402,0.001370775
238,2.117932977,1.568916607,0.001311452
239,2.118768829,1.498060317,0.001252224
240,2.119604682,1.427948124,0.001193617
241,2.120440535,1.359187469,0.00113614
242,2.121276388,1.292339371,0.001080262
243,2.122112241,1.227895839,0.001026394
244,2.122948094,1.166255963,0.00097487
245,2.123783946,1.107701964,0.000925924
246,2.124619799,1.052378752,0.00087968
247,2.125455652,1.00028192,0.000836132
248,2.126291505,0.951258886,0.000795154
249,2.127127358,0.905025941,0.000756508
250,2.127963211,0.861200855,0.000719875
251,2.128799064,0.819347243,0.00068489
252,2.129634916,0.779024228,0.000651184
253,2.130470769,0.739833718,0.000618425
254,2.131306622,0.701458231,0.000586347
255,2.132142475,0.663684308,0.000554772
256,2.132978328,0.626409584,0.000523614
257,2.133814181,0.589634702,0.000492874
258,2.134650033,0.553443745,0.000462622
259,2.135485886,0.51797826,0.000432976
260,2.136321739,0.483410134,0.000404081
261,2.137157592,0.449917651,0.000376085
262,2.137993445,0.417667453,0.000349127
263,2.138829298,0.38680322,0.000323328
264,2.139665151,0.357440145,0.000298783
265,2.140501003,0.329663187,0.000275564
266,2.141336856,0.303526733,0.000253717
267,2.142172709,0.279053885,0.00023326
268,2.143008562,0.256234739,0.000214186
269,2.143844415,0.235024446,0.000196456
270,2.144680268,0.215342929,0.000180004
271,2.14551612,0.197078428,0.000164737
272,2.146351973,0.180096356,0.000150542
273,2.147187826,0.164253415,0.000137299
274,2.148023679,0.149415023,0.000124896
275,2.148859532,0.135472521,0.000113241
276,2.149695385,0.122356027,0.000102277
277,2.150531237,0.110039435,9.19816E-05
278,2.15136709,0.098535925,8.23659E-05
279,2.152202943,0.087884761,7.34626E-05
280,2.153038796,0.078132518,6.53107E-05
281,2.153874649,0.069313326,5.79388E-05
282,2.154710502,0.06143289,5.13516E-05
283,2.155546355,0.054459888,4.55228E-05
284,2.156382207,0.048326282,4.03958E-05
285,2.15721806,0.042935745,3.58898E-05
286,2.158053913,0.038177484,3.19124E-05
287,2.158889766,0.033941722,2.83718E-05
288,2.159725619,0.030133151,2.51882E-05
289,2.160561472,0.026679615,2.23014E-05
290,2.161397324,0.023534795,1.96727E-05
291,2.162233177,0.020675232,1.72824E-05
292,2.16306903,0.01809327,1.51241E-05
293,2.163904883,0.015788183,1.31973E-05
294,2.164740736,0.013757777,1.15001E-05
295,2.165576589,0.011992295,1.00243E-05
296,2.166412441,0.010471614,8.75319E-06
297,2.167248294,0.009165815,7.66167E-06
298,2.168084147,0.008038454,6.71932E-06
299,2.16892,0.007051333,5.89419E-06
,,1196.320259,
